-180.00000	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	0.98138	
-179.80000	1.30486	1.10345	0.84100	0.80437	0.93866	1.16449	1.37200	1.43915	0.87152	0.97528	1.17669	1.20110	0.90204	1.12787	0.86541	1.18280	0.92034	0.77996	0.75555	1.26824	1.10345	1.28655	0.94476	1.15838	1.14618	0.76776	1.09735	1.29266	0.90813	1.08514	0.82269	0.99359	1.06683	1.23773	0.77386	0.83490	1.21942	1.29876	1.27435	0.81048	1.12786	0.77996	1.10955	0.68231	0.98138	1.56732	1.19501	1.36590	1.06073	0.99359	1.05462	0.54803	0.87152	0.91424	0.63958	0.93255	0.91425	1.09124	0.86541	0.51141	
-179.60000	1.01190	1.20721	0.96917	0.88982	0.84711	1.27435	1.35369	1.14618	0.54193	1.18890	1.31097	1.31707	0.88983	1.21332	1.10345	1.34149	0.98138	0.59686	1.01190	1.02410	1.21942	1.08514	1.19501	0.89593	1.22552	0.94476	0.85320	1.09124	1.19500	1.09125	0.65790	0.83490	1.27435	0.98138	1.15838	0.81658	1.09734	1.00579	1.20110	0.87151	1.31097	0.76165	1.19500	0.83490	1.23773	1.11566	1.05462	1.13397	1.04242	0.68231	1.27435	0.81658	0.79827	0.87151	0.92645	0.73724	1.33539	0.51141	1.32318	0.52972	
-179.40000	1.18279	1.04852	1.23772	1.04241	1.18280	1.03632	1.21941	1.30487	0.99969	1.13397	1.14007	1.24383	1.18280	0.88373	1.09125	1.09124	0.81658	0.93866	0.96307	0.88372	0.84100	1.04241	0.97528	1.03021	1.01190	0.79827	0.92034	0.96917	1.16448	1.06683	0.84710	0.95086	1.10955	1.21332	1.02410	0.75555	0.95696	0.99969	1.01800	1.09124	1.00579	0.95086	1.07293	0.74335	1.09735	1.07293	0.93255	1.10955	0.87762	0.84710	1.01800	0.57855	0.88983	1.14007	0.92645	1.14007	1.06073	1.05462	0.96917	0.57244	
-179.20000	1.07293	0.92034	0.75555	0.83489	0.84711	1.01190	1.20721	1.32929	0.71893	1.06073	1.21942	1.17059	0.85321	0.95087	0.82879	1.34759	0.98138	0.88372	0.73114	1.24383	0.90814	1.27434	0.97528	1.13397	1.04852	0.80438	1.15228	1.17059	1.02410	1.03021	0.97528	0.80438	1.18280	1.15839	0.63348	1.04242	0.95086	1.26214	1.01189	0.89593	0.87762	0.82879	0.93866	0.64569	0.95697	1.39642	1.25604	1.21942	0.97528	0.82269	0.85931	0.65789	0.90203	0.82879	0.80438	0.64568	1.12787	1.12176	0.96917	0.41985	
-179.00000	1.14007	1.43914	0.98748	0.78606	0.92645	1.24994	1.69549	1.14008	0.72503	1.13397	1.33539	1.34149	0.81048	1.36591	0.98138	1.20111	0.82269	0.59686	1.01190	1.19500	0.81658	1.28045	1.12787	1.01800	1.39642	0.99359	0.92645	1.26824	1.09734	1.31097	0.76166	0.93255	1.23162	1.18890	1.06072	0.82269	1.35980	1.02410	1.42693	0.81048	1.43304	0.73113	1.19500	0.73724	1.25604	1.12176	1.07904	1.24994	1.04852	0.71893	1.07293	0.68231	0.77386	0.81658	1.05462	0.67620	1.04852	0.86541	1.01190	0.39544	
-178.80000	1.01800	1.21331	0.87151	1.09124	1.09735	0.87762	1.42083	1.36591	0.65179	1.36590	1.23773	1.26824	1.23773	1.00580	1.10956	1.11566	0.81658	0.76165	1.10956	0.98748	0.83489	1.10955	1.10345	0.88983	1.18280	0.97528	1.02410	0.97527	1.26824	0.93256	0.87152	1.12176	1.21942	0.96307	1.03631	0.71893	0.94476	1.13396	0.97527	1.14617	1.07903	0.98138	1.32318	0.82879	1.04242	1.12786	0.95697	1.01190	0.81048	0.67620	1.12786	0.69451	1.08514	1.16448	0.97527	1.00579	1.03632	1.11565	1.17669	0.64568	
-178.60000	1.14617	0.96917	0.91424	0.95086	1.00580	0.99969	1.07293	1.41473	0.84710	0.83490	1.12176	1.09734	0.98138	0.93256	0.84100	1.20721	1.10345	0.95697	0.78607	1.44524	1.11566	1.06682	0.87762	1.18890	0.91425	0.90203	1.17059	1.13397	1.09734	1.14008	0.93255	0.92645	1.15838	1.46356	0.85320	0.98748	0.94476	1.13396	0.98138	0.99359	0.96307	0.73723	0.84100	0.66400	0.89593	1.01800	1.18280	1.34149	1.14618	0.88983	0.92645	0.68841	1.02410	0.94476	0.71893	1.00579	1.04242	0.92645	0.84100	0.15740	
-178.40000	0.98138	1.29876	0.91424	0.79827	0.88373	1.34759	1.59173	1.31708	0.55413	0.89593	1.31708	1.51849	0.87152	1.18890	0.82879	1.43304	0.85931	0.74334	0.81659	1.09734	0.90203	1.35369	1.12177	1.07904	1.40253	0.74945	0.93865	1.24993	1.03631	1.27435	0.81048	0.87152	1.37811	1.03021	0.96917	0.93866	1.13397	1.14007	1.23772	0.84710	1.27435	0.71892	1.32928	0.73724	1.20721	1.25604	0.90204	0.93866	0.78607	0.59686	1.21942	0.67620	0.70672	0.92644	0.71282	0.71282	0.85321	0.81658	0.90814	0.62127	
-178.20000	0.99358	1.11566	0.89593	0.99358	0.98749	0.97528	1.26824	1.20721	0.60296	1.25604	1.11566	1.02410	0.98749	1.12177	1.17669	1.04852	0.88372	0.73724	0.96918	0.97527	1.14007	0.99358	0.93866	0.92645	1.15228	1.04242	1.03021	0.96307	1.29876	0.99969	0.79828	1.01190	1.33538	0.92035	1.01189	0.82879	1.13397	1.06072	1.09124	1.01800	1.09124	0.93255	1.21942	0.84100	1.19500	0.96307	0.95697	1.26214	0.82269	0.88983	0.82269	0.82879	0.96917	1.12786	0.90814	0.90203	1.24384	0.84710	1.28655	0.67010	
-178.00000	1.13397	0.94476	0.76775	0.88372	1.10956	1.10956	1.25603	1.47577	0.89593	1.03631	1.01800	1.06072	1.17669	1.04852	1.12787	1.09735	1.10955	0.88983	0.88983	0.99358	0.95086	1.35369	0.96918	1.12786	1.06683	0.96917	1.21331	1.10345	1.03631	1.09125	0.91424	1.30487	1.06073	1.35980	0.80437	0.81048	0.99969	1.33538	1.09124	1.09735	1.01190	0.77996	0.97528	0.63348	0.86541	1.00579	1.16449	1.23773	1.05462	0.79827	0.96917	0.52972	1.01190	1.01800	0.68841	1.03631	1.02411	1.04852	0.91424	0.47478	
-177.80000	0.98748	1.12176	1.01800	0.81658	0.80438	1.21942	1.41473	1.36591	0.63958	1.29266	1.35980	1.38421	0.95697	1.07294	0.85931	1.62225	0.94476	0.79827	0.82269	1.15227	0.95086	1.34148	1.06073	1.17669	1.23163	0.72503	1.13397	1.26214	1.10345	1.20721	0.68841	0.85321	1.29266	1.15839	0.83489	1.05462	1.19500	1.26824	1.09734	0.71282	0.95696	0.74334	1.03021	0.84711	1.19500	1.28656	1.02411	1.12787	0.88983	0.70672	1.01800	0.74334	0.83489	0.82269	1.03631	0.72503	0.99970	0.79217	1.21942	0.51141	
-177.60000	1.07293	1.14617	0.90203	0.99969	1.18890	1.02411	1.21331	1.16449	0.56634	1.09125	1.18890	1.20721	1.09735	1.23773	0.98749	1.10345	0.90203	0.65789	0.93256	0.96917	0.80438	1.17058	1.06073	0.96307	1.16449	1.00579	0.93255	1.20721	1.20721	1.10956	0.73724	1.19500	1.36590	1.16449	1.06683	0.74334	1.19500	0.99969	1.32928	0.88372	1.24993	1.01800	1.21331	0.94476	1.16449	1.01800	0.89593	1.12787	0.82879	0.85931	1.03021	0.83489	0.77386	1.08514	1.05462	0.96917	1.10956	1.14007	1.17669	0.73113	
-177.40000	1.18890	0.88372	0.74944	0.89593	1.16449	1.01800	1.20110	1.35980	0.86541	1.15228	1.09735	1.23162	1.12787	0.93866	1.03631	1.08514	1.23162	1.00579	1.04242	1.32928	1.37811	1.18279	0.82880	1.07293	0.96307	0.84710	1.18890	0.99969	1.10345	0.98138	0.93255	1.20721	1.12786	0.98749	0.76165	1.01800	0.96307	1.32928	0.93865	0.79827	0.88983	0.84710	0.99969	0.67010	1.02411	1.09124	1.45746	1.35370	1.33539	0.90203	1.01190	0.58465	1.07904	0.82879	0.85320	0.79217	1.09125	1.10345	1.03021	0.57244	
